Method,HOTA,DetA,AssA,MOTA,IDF1,CodaBench ID,Paper,Venue,Date
OC-SORT,55.7,81.7,38.1,92.0,54.6,628670,https://arxiv.org/abs/2203.14360,CVPR 2023,2023-06
